gene	log2FC	p	padj	n
MAPKAPK2	0.370059712644575	0.00910168353163278	0.999985773528133	6
CCNYL1	-0.638653025698622	0.00910226459040382	0.999985773528133	6
CDKN1C	0.531297606895411	0.00915916348694413	0.999985773528133	6
YBEY	0.532999654254326	0.00925234139544348	0.999985773528133	6
M1AP	0.48325680701548	0.00930014660029325	0.999985773528133	6
CXCL2	0.773573033949529	0.00932778251632423	0.999985773528133	6
ARHGAP29	-0.46850250619984	0.00933737256292333	0.999985773528133	6
FDXR	0.65352629201896	0.00939546470321591	0.999985773528133	6
ZFHX4-AS1	-0.634809472433181	0.00940691497872773	0.999985773528133	6
MEF2A	-0.341940899159567	0.00953925227994727	0.999985773528133	6
LINC01018	-0.282835597788803	0.00958960804713506	0.999985773528133	6
ST3GAL5	-0.673605007921748	0.00971836549362587	0.999985773528133	6
LOC105372733	-0.898236052233696	0.00975997876911029	0.999985773528133	6
FGD4	-1.34887060293799	0.00978575561419189	0.999985773528133	6
ZNF585A	0.416970406712913	0.00982931171222325	0.999985773528133	6
GULP1	-0.930427801125868	0.00983370324981821	0.999985773528133	6
LRRC17	-1.26019461413896	0.00983387887589772	0.999985773528133	6
SHC3	-0.934941199217834	0.00989243274589151	0.999985773528133	6
TNC	0.60254266574765	0.00990770795525934	0.999985773528133	6
CLIC4	-0.507566114011638	0.00991470527050253	0.999985773528133	6
PTPRO	-0.472204823726402	0.00998928183024016	0.999985773528133	6
PTGER4	-1.16875618074334	0.0100376467350303	0.999985773528133	6
APOLD1	-0.751506373008895	0.0101785168403883	0.999985773528133	6
INAFM1	0.325041057895375	0.0102026180138141	0.999985773528133	6
NDFIP2	-0.402574138800587	0.0102133827540286	0.999985773528133	6
DOCK5	-0.514403483434137	0.0102689512821346	0.999985773528133	6
RBM24	-1.0314741646757	0.0103187863583282	0.999985773528133	6
GLIPR2	0.399919164601496	0.0104445326495115	0.999985773528133	6
LRRC15	1.19999189831172	0.0104490257027767	0.999985773528133	6
SEPTIN11	-0.64503069510275	0.0105207713631796	0.999985773528133	6
CYP4V2	1.06450485966013	0.0105557476500856	0.999985773528133	6
THBD	0.927858627982015	0.0106027761469962	0.999985773528133	6
PTGER1	-0.460099293155826	0.0108589257429203	0.999985773528133	6
EDNRB	0.774614038877425	0.0108922726897885	0.999985773528133	6
HOXB8	0.64111749516809	0.0109008952829418	0.999985773528133	6
TLE6	0.334947749153565	0.0109847317939946	0.999985773528133	6
ZFHX4-AS1	-0.963402420041731	0.011249838964213	0.999985773528133	6
PGAM2	-0.362056831035937	0.0112604827320429	0.999985773528133	6
IL7R	-1.11243329822373	0.0112670702044558	0.999985773528133	6
TXNDC15	-0.406075184913576	0.011379599357746	0.999985773528133	6
SCD	0.761056872194791	0.011380489062564	0.999985773528133	6
CTNNAL1	-0.535425874884743	0.0113950459974479	0.999985773528133	6
KMT2B	-0.352472661423915	0.0114340809080393	0.999985773528133	6
DDAH1	-0.451773065090703	0.0114363077055341	0.999985773528133	6
ZSCAN16-AS1	0.317484889981532	0.0114572791329981	0.999985773528133	6
SERPINE2	-0.444218095064957	0.0115020762659041	0.999985773528133	6
PHACTR2	-0.340075283330145	0.0116684249953591	0.999985773528133	6
PRXL2A	1.44446059520565	0.0117801530740536	0.999985773528133	6
KCNT2	-0.536809422226822	0.0118733735734203	0.999985773528133	6
FKBP14	-0.416008640283349	0.0119021611565295	0.999985773528133	6
SANBR	0.349753667709279	0.0119031054476653	0.999985773528133	6
BNC1	0.741504077899395	0.0119414747955733	0.999985773528133	6
LOC105374809	0.515444599331425	0.0121186962798548	0.999985773528133	6
CDKN1C	0.466560592121453	0.0121304209680773	0.999985773528133	6
ZNF250	0.332488360686075	0.0121327864064388	0.999985773528133	6
SLC25A23	0.361063921794332	0.0121344566880297	0.999985773528133	6
FAM87A	0.481365299917838	0.0121655706391462	0.999985773528133	6
CEP164	0.312736746033141	0.012172151289963	0.999985773528133	6
HP	-0.279296272957245	0.012200237128436	0.999985773528133	6
LINC01140	0.877265910190983	0.0122068632453841	0.999985773528133	6
LCT-AS1	-0.412945209914016	0.0122306629872813	0.999985773528133	6
ATP11B	-0.462062582355251	0.0122540662673202	0.999985773528133	6
KCTD20	-0.621917020782993	0.0123631025146075	0.999985773528133	6
SMURF2	-0.282470015229469	0.0123731355985123	0.999985773528133	6
PLPPR4	-1.31803752162117	0.0124264441537579	0.999985773528133	6
CACNA1A	0.556960608578858	0.0125379923458422	0.999985773528133	6
MYO10	-0.867456959275383	0.0125470902401235	0.999985773528133	6
FASN	0.370306491599813	0.0126072676036899	0.999985773528133	6
MAN2A1	-0.546582221479897	0.0126243153185054	0.999985773528133	6
LOC101927647	-0.346241284106395	0.0126770789417013	0.999985773528133	6
TYMSOS	0.631650953410349	0.0127055015063076	0.999985773528133	6
SNTB1	0.401945761191727	0.0127143830665599	0.999985773528133	6
LMO4	0.367780614846918	0.0127849656137942	0.999985773528133	6
TAC1	1.03684720677451	0.0128042351159906	0.999985773528133	6
TGIF2LY	-0.337583962928512	0.0128059944287036	0.999985773528133	6
CYRIA	0.526490289014995	0.0128069238677543	0.999985773528133	6
BAALC	0.963932537034714	0.0128118261295501	0.999985773528133	6
LOC101928196	-0.301487077751022	0.0128399659485617	0.999985773528133	6
SMURF2	-0.385002805000159	0.012887199899886	0.999985773528133	6
PTGFRN	0.569651617109038	0.0129503636436703	0.999985773528133	6
ANKRD20A12P	-0.247817326838571	0.0129815660361647	0.999985773528133	6
ITGBL1	-0.518151530484141	0.0130059540723197	0.999985773528133	6
PLA2G7	0.284211547360707	0.013062930300244	0.999985773528133	6
SOX4	0.925425416244648	0.0130632667583136	0.999985773528133	6
TNFRSF11B	-1.26576937613296	0.0130702402008049	0.999985773528133	6
ING5	0.265624738063224	0.013104259891701	0.999985773528133	6
GULP1	-0.926062863717432	0.0131823996042195	0.999985773528133	6
PSG3	1.01862606083743	0.0132254815118302	0.999985773528133	6
LMO7	-0.635169531663174	0.0132332166123577	0.999985773528133	6
THEMIS	-0.358345657931627	0.013326994174625	0.999985773528133	6
SYNJ2	0.374059916188229	0.013358974139065	0.999985773528133	6
FADS1	0.591076041239925	0.0133960694389617	0.999985773528133	6
WARS2	1.291988551937	0.0134289301683901	0.999985773528133	6
ASAP2	-0.485203907484366	0.0134563831657079	0.999985773528133	6
TMEM53	0.288102737040345	0.0134867294906809	0.999985773528133	6
HDAC9	-0.383903179445176	0.0135269018776018	0.999985773528133	6
FCGR2A	0.334196498151286	0.0135369511765728	0.999985773528133	6
CCAR2	0.317091501519446	0.0136190212830197	0.999985773528133	6
TMEM132A	0.302430969303999	0.0136589329267632	0.999985773528133	6
SIX1	0.47037243065097	0.0137156876391883	0.999985773528133	6
ZNF775	0.268340814654908	0.0137704525018219	0.999985773528133	6
SLC1A1	-0.466698108541001	0.0138261617396471	0.999985773528133	6
DNASE1L1	-0.44597890396082	0.0138392459971065	0.999985773528133	6
EEPD1	-0.317653044560065	0.0138480546446529	0.999985773528133	6
JAG1	-0.814298736715612	0.0138770810636398	0.999985773528133	6
SLC19A3	-0.263616007458319	0.0139046549154551	0.999985773528133	6
PKHD1	0.319223640578958	0.0139080645536699	0.999985773528133	6
GALNT1	-0.567760404875755	0.0139534281215077	0.999985773528133	6
IGFBP7	-0.702780692039765	0.0139919521471861	0.999985773528133	6
TMEM178B	-0.44075330058618	0.0141560601424577	0.999985773528133	6
TNFRSF11B	-1.24105404703954	0.014180502280048	0.999985773528133	6
KLHL12	0.344456184928532	0.0142876478115622	0.999985773528133	6
